# residual-rows-lanef.tsv — MACHINE-READABLE residual rows for the p1-lanef
# batches (crypto/hash: md5, sha1, hmac, scram_common, cryptohashfuncs;
# tables: keywords, unicode_category). Same columns and semantics as
# proofs/coverage/auto-exceptions.tsv: an `auto:` row is a MEASUREMENT NOTE
# (the instrument emits no mapping for the line), NOT a semantic adjudication,
# and it never moves a line out of any denominator.
#
# 4 of these 32 lines are reproduced mechanically by main's
# merge-coverage.py --auto-exceptions (marked AUTO-CLASSIFIED); the other 28
# are hand-classified against the same class vocabulary, with the classifier
# gap that blocks each one recorded in lanef/AUTO-EXCEPTIONS-GAPS.md.
#
# Reconciled accounting (authoritative, fleet lcov captures of record):
#   crypto/hash batch  275/295 v2-SLOC covered, 20 residual rows below
#   tables batch       127/139 v2-SLOC covered, 12 residual rows below
#   lane-F combined    402/434 v2-SLOC covered, 32 residual rows below
# (An earlier lane note said "126" for the tables batch: that was the FIRST
# tablesfam capture, before the GetScanKeyword hardening-arm line was
# executed. 127/139 is the confirm capture and the number of record.)
#
# PARITY-SCOPE NOTE (not a residual line — executed, but not a C comparison):
#   crates/common/keywords/src/lib.rs:45 `return None;` — the out-of-range
#   GetScanKeyword arm. Verbatim C (kwlookup.h:38-42) has NO range check, so
#   out-of-range is C UB and no parity claim is made; the Rust None arm is
#   pgrust hardening asserted self-consistently by every exec. The oracle
#   shim's range guard is harness plumbing, never an oracle.
file	line	class	rule	evidence
crates/backend/utils/adt/cryptohashfuncs/src/lib.rs	69	auto:macro-decl-defn	struct-literal body of the const fn builder (const-eval only)	fleet cryptofam_diff 12M execs (job pgrust-fuzz-campaign-1785474235-2a47-55323); classifier GAP 1-adjacent
crates/backend/utils/adt/cryptohashfuncs/src/lib.rs	72	auto:table-head	multi-line const bracket-initializer head (CRYPTOHASH_BUILTINS registry)	fleet cryptofam_diff 12M execs (job pgrust-fuzz-campaign-1785474235-2a47-55323); AUTO-CLASSIFIED
crates/common/scram_common/src/lib.rs	83	auto:fmt-cont	literal continuation line of a multi-line format! invocation	fleet cryptofam_diff 12M execs (job pgrust-fuzz-campaign-1785474235-2a47-55323); AUTO-CLASSIFIED (needs --line-table-lcov); neighbors DA-covered in every op-5 exec
crates/common/keywords/src/lib.rs	6	auto:include-row	include!(concat!(env!("OUT_DIR"), ..)) build-generated module row (compile-time data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); classifier GAP 3
crates/common/keywords/src/lib.rs	30	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	31	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	32	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	33	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	34	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	35	auto:brace-table-head	multi-line `pub static X: T = T {` brace-initializer head/field rows (compile-time static data)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); tables compared exhaustively vs C by table_geometry/all_keyword_indexes; classifier GAP 3
crates/common/keywords/src/lib.rs	38	auto:brace-table-head	multi-line static table binding (ScanKeywordCategories / ScanKeywordBareLabel)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); contents compared vs C at every index (all_keyword_indexes); classifier GAP 3
crates/common/keywords/src/lib.rs	39	auto:brace-table-head	multi-line static table binding (ScanKeywordCategories / ScanKeywordBareLabel)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); contents compared vs C at every index (all_keyword_indexes); classifier GAP 3
crates/common/keywords/src/lib.rs	40	auto:brace-table-head	multi-line static table binding (ScanKeywordCategories / ScanKeywordBareLabel)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); contents compared vs C at every index (all_keyword_indexes); classifier GAP 3
crates/common/keywords/src/lib.rs	41	auto:brace-table-head	multi-line static table binding (ScanKeywordCategories / ScanKeywordBareLabel)	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); contents compared vs C at every index (all_keyword_indexes); classifier GAP 3
crates/common/unicode_category/src/lib.rs	7	auto:include-row	include!(concat!(env!("OUT_DIR"), "/tables.rs")) build-generated module row	fleet tablesfam_diff 3M confirm (job pgrust-mutants... n/a; job pgrust-fuzz-campaign-1785476369-4d60-24422); classifier GAP 3
