# Lane-K REMEDIATED residual for adt/formatting (proofs/gr-fmt, 2026-07-31).
# RECORDED rows: uncovered v2-SLOC lines NOT excepted; each carries a per-line reason.
# Companion legs: hand exception rows appended to proofs/coverage/phase1-exceptions.tsv
# (lane p1-lanek-remediation) and mechanical rows in auto-exceptions.tsv (this dir).
file	line	class	reason	snippet
crates/backend/utils/adt/formatting/src/dch.rs	443	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms	continue;
crates/backend/utils/adt/formatting/src/dch.rs	453	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	461	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms	continue;
crates/backend/utils/adt/formatting/src/dch.rs	471	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	479	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms	continue;
crates/backend/utils/adt/formatting/src/dch.rs	489	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	516	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	536	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	555	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	575	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	590	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch.rs	605	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII	)?;
crates/backend/utils/adt/formatting/src/dch_entry.rs	302	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	339	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	360	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	372	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	407	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	415	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	453	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	469	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	492	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	531	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	547	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	561	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	567	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_entry.rs	578	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT	Some(tzp) => {
crates/backend/utils/adt/formatting/src/dch_entry.rs	579	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT	tz.gmtoffset = ::adt_datetime::tz::DetermineTimeZoneAbbrevOffset(
crates/backend/utils/adt/formatting/src/dch_entry.rs	580	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT	tm,
crates/backend/utils/adt/formatting/src/dch_entry.rs	581	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT	&tmfc.abbrev[..tmfc.abbrev_len as usize],
crates/backend/utils/adt/formatting/src/dch_entry.rs	582	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT	tzp,
crates/backend/utils/adt/formatting/src/dch_entry.rs	637	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	658	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	667	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	670	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	681	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	684	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	695	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	Ok(None)
crates/backend/utils/adt/formatting/src/dch_entry.rs	703	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	712	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	728	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/dch_entry.rs	746	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	Ok(None)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	145	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	178	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	193	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	212	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	215	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	231	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	234	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	242	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	251	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	258	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	265	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	273	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	None => return Ok(false),
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	292	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	None => return Ok(false),
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	308	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	327	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match	out.abbrev[..tzlen as usize]
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	328	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match	.copy_from_slice(&cur.rest()[..tzlen as usize]);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	329	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match	out.abbrev_len = tzlen as u8;
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	344	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	361	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	368	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	385	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	395	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	410	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	413	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	428	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	431	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	451	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	454	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	474	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	477	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	483	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	504	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	507	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	528	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	531	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	538	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	546	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	553	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	559	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	567	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	578	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	586	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	593	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	610	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	620	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	624	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	634	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	643	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	None => return Ok(false),
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	655	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	None => return Ok(false),
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	667	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	None => return Ok(false),
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	687	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	695	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
